,0,neg,neu,pos,compound
854,['WADA was not equipped to handle size of Russian doping scandal  Reedie  '],0.195,0.805,0.0,-0.4404
855,['Trump calls for war on cartels as nine US Mormons murdered in Mexico  '],0.409,0.591,0.0,-0.8519
856,['FCC releases order approving merger of Sprint TMobile along party lines  '],0.0,0.803,0.197,0.4019
857,['Exclusive Walgreens has explored taking drug store chain private  sources  '],0.0,1.0,0.0,0.0
858,['Putin calls for Russian alternative to Wikipedia  '],0.0,1.0,0.0,0.0
859,['US CEOs who win trade barriers for their firms see big compensation boost study  '],0.0,0.667,0.333,0.7579
860,['US SEC proposes rules that could limit shareholder voices  '],0.0,1.0,0.0,0.0
861,['Arsenal asked Scotland to leave out Tierney says Clarke  '],0.118,0.882,0.0,-0.0516
862,['ATampT will pay US60 million over US allegations it lied in unlimited data pledge government '],0.222,0.778,0.0,-0.4588
863,['Trump tariffs cost China US35 billion hurt both economies UN  '],0.254,0.746,0.0,-0.5267
864,['Football Evertons Gomes released from hospital  '],0.0,1.0,0.0,0.0
865,['Football Sons red card for Gomes challenge rescinded  '],0.0,0.86,0.14,0.0772
866,['Tennis Federer and Djokovic drawn in same ATP finals group  '],0.0,1.0,0.0,0.0
867,['Football Liverpool to play twice in two days in two different countries  '],0.0,0.833,0.167,0.34
868,['Wall Streets tradefueled record run pauses  '],0.0,1.0,0.0,0.0
869,['Basketball Hawks ace Collins banned 25 games for doping  '],0.25,0.75,0.0,-0.4588
870,['FA overturn Spurs striker Sons red card for tackle on Evertons Gomes  '],0.0,1.0,0.0,0.0
871,['Bird ready to take the plunge as Formula E turns six  '],0.0,0.8,0.2,0.3612
872,['Champions League is not won in November says PSGs Tuchel  '],0.231,0.769,0.0,-0.4585
873,['Offduty cops spring into action after fire breaks out at Century Square mall  '],0.156,0.844,0.0,-0.34
874,['Social media disinformation surveillance growing Watchdog  '],0.0,0.779,0.221,0.1779
875,['Greece rescues tourist floating in Aegean Sea for two days  '],0.0,0.813,0.187,0.3182
876,['Verona councillors want legal action against Balotelli for defamation  '],0.0,0.741,0.259,0.2023
877,['US trade deficit falls in September to US525b  '],0.252,0.748,0.0,-0.4019
878,['JPMorgan CEO says lessons learned from failed WeWork IPO  '],0.268,0.732,0.0,-0.5106
879,['Concealed facts untruths PAP spells out its reasons why WP MPs should be recused from AHTC financial affairs '],0.0,0.868,0.132,0.4084
880,['USChina trade war hurting both countries UN  '],0.524,0.476,0.0,-0.765
881,['Nio Mobileye partner on selfdriving consumer passenger cars in China  '],0.0,1.0,0.0,0.0
882,['Football Inform Bayern striker Lewandowski must make groin op decision  '],0.0,1.0,0.0,0.0
883,['Russian lawmakers back push to make local apps mandatory on smartphones  '],0.0,0.894,0.106,0.0772
884,['Japan athletics execs slam 2020 Olympic marathon move  '],0.245,0.755,0.0,-0.3818
885,['South Africans scream sing and dance as Springboks return  '],0.231,0.769,0.0,-0.4019
886,['Growing number of child psychiatrists in US bypasses some kids  '],0.0,0.885,0.115,0.0772
887,['Wall Street takes a breather after tradefueled rally  '],0.0,1.0,0.0,0.0
888,['Bayern must pull themselves together after Kovac sacking  '],0.0,1.0,0.0,0.0
889,['SPP elects Steve Chia Jose Raymond to top posts  '],0.0,0.833,0.167,0.2023
890,['Diabetes may distract women from cancer screenings  '],0.524,0.476,0.0,-0.765
891,['China US to disclose details of rare cooperation against fentanyl drug scourge  '],0.0,1.0,0.0,0.0
892,['Parliament was prematurely hijacked to debate AHTC case WP chief Pritam Singh  '],0.0,0.814,0.186,0.4084
893,['Wall Street opens higher on trade truce hopes  '],0.0,0.741,0.259,0.4215
894,['Aramco share sale curb rules out overseas listing for at least a year  '],0.0,0.845,0.155,0.296
895,['More than 100 escooter riders issued warnings on first day of ban  '],0.345,0.655,0.0,-0.7003
896,['Kremlin defends Putin decorating Bulgarian spy  '],0.0,1.0,0.0,0.0
897,['Football Verona get onematch partial stadium closure for Balotelli racist abuse  '],0.451,0.549,0.0,-0.8481
898,['Tennis Djokovic Federer drawn in same group for ATP Finals  '],0.0,1.0,0.0,0.0
899,['Wall Street set to open higher as trade optimism builds  '],0.0,0.741,0.259,0.5423
900,['Facebook steps up monitoring for Taiwan elections  '],0.0,1.0,0.0,0.0
901,['Rugby All Blacks great Williams finalising Super League deal with Toronto  '],0.0,0.556,0.444,0.8402
902,['Do more with less New Zealand firms fourday week  '],0.0,1.0,0.0,0.0
903,['Two NMPs uncomfortable with motion against WP leaders  '],0.211,0.568,0.222,0.0343
904,['Chile leader Pinera says will not resign over protests  '],0.0,0.684,0.316,0.4023
905,['Afghan chief executive slams presidents wishlist peace plan  '],0.0,0.696,0.304,0.5423
906,['Regulators should work together on certifying Boeing 737 MAX IATAs de Juniac  '],0.0,1.0,0.0,0.0
907,['Olympic chief urges focus on cheating athletes entourage  '],0.31,0.69,0.0,-0.5574
908,['Boeing chairman praises CEO Muilenburg signals he will stay  '],0.0,0.726,0.274,0.5267
909,['OPEC chief says oil market may have upside potential in 2020  '],0.0,1.0,0.0,0.0
910,['Srebrenica survivors protest Handkes Nobel prize  '],0.194,0.485,0.32,0.3182
911,['European factories at risk in PeugeotFiat merger  '],0.231,0.769,0.0,-0.2732
912,['Taiwan badminton star treads coachless path to Olympic glory  '],0.0,0.72,0.28,0.5423
913,['Feds Barkin Conflicting signals make US economy hard to read  '],0.313,0.687,0.0,-0.4767
914,['Concealed facts untruths PAP spells out its reasons why WP MPs should be recused from AHTC financial affairs '],0.0,0.868,0.132,0.4084
915,['WADA to ask commercial sponsors for money in antidoping fight  '],0.206,0.794,0.0,-0.3818
916,['Boeing CEO Muilenburg has done everything right says chairman  '],0.0,1.0,0.0,0.0
917,['Smith fires Australia to victory over Pakistan in Canberra  '],0.0,1.0,0.0,0.0
918,['US boards end era of impunity for skirtchasers McDonalds firing shows  '],0.179,0.821,0.0,-0.34
919,['Former McDonalds chief Easterbrook steps down from Walmart board  '],0.0,1.0,0.0,0.0
920,['Saudi government to have oneyear restriction on selling more Aramco shares after IPO sources '],0.119,0.74,0.141,0.0972
921,['China says it will perfect system for choosing Hong Kong leader  '],0.0,0.748,0.252,0.5719
922,['Tapestry profit tops estimates on overseas demand for Coach handbags  '],0.096,0.51,0.395,0.6908
923,['I couldnt hear or see anything and didnt realise I won Siripong Toosadee on winning the  Subaru Chal '],0.134,0.714,0.152,0.1032
924,['Football Bayern expect to name new head coach within three weeks says Hoeness  '],0.0,1.0,0.0,0.0
925,['Researchers use drones to pilot a new tool to fight malaria  '],0.206,0.794,0.0,-0.3818
926,['OPECs Barkindo oil market may have upside potential next year  '],0.0,1.0,0.0,0.0
927,['German court slaps down harshest sanctions against jobseekers  '],0.328,0.672,0.0,-0.5994
928,['Police lawyers clash in India over parking spot  '],0.0,1.0,0.0,0.0
929,['Mylan thirdquarter profit rises 7per cent on new drug launches  '],0.0,0.775,0.225,0.4404
930,['Scramble for propane marks Mother Natures latest challenge for US farmers  '],0.0,0.894,0.106,0.0772
931,['Warrior pose Sierra Leones soldiers heal trauma with yoga  '],0.237,0.763,0.0,-0.4215
932,['Thatcherism on steroids Corbyn says of UK PM Johnsons Brexit plans  '],0.0,1.0,0.0,0.0
933,['How will Apple Disney ATampT and Netflix retain streaming subscribers  '],0.0,1.0,0.0,0.0
934,['Flames and fireworks as Myanmar fire balloon fest opens  '],0.211,0.789,0.0,-0.34
935,['Testimony from two of Trumps Ukraine three amigos to become public  '],0.0,1.0,0.0,0.0
936,['Saracens docked 35 points and fined for breaching salary cap rules  '],0.0,1.0,0.0,0.0
937,['Rugby European champions Saracens deducted 35 Premiership points  '],0.0,0.702,0.298,0.5267
938,['Advanced meters among initiatives to help households manage electricity usage  '],0.0,0.787,0.213,0.4019
939,['In full DPM Hengs motion calling for Workers Party MPs Sylvia Lim Low Thia Khiang to recuse themselves from fin '],0.088,0.798,0.113,0.1531
940,['Parliament passes motion calling for WPs Sylvia Lim Low Thia Khiang to be recused from AHTCs financial affairs '],0.104,0.896,0.0,-0.2732
941,['As US exits Paris pact fossil energy chief says US ingenuity can tackle climate threat  '],0.174,0.718,0.108,-0.3182
942,['Israel supreme court upholds expulsion of Human Rights Watch official  '],0.0,0.735,0.265,0.5574
943,['Erdogan says Kurdish fighters have not left Syria safe zone despite US Russia deals  '],0.217,0.783,0.0,-0.383
944,['Mailbox 200 Soviet waste dump a landslide away from poisoning millions  '],0.535,0.465,0.0,-0.8481
945,['Thailands Siripong Toosadee wins Mediacorp Subaru Car Challenge on 5th attempt  '],0.0,0.667,0.333,0.6124
946,['Drug suspects shoot way out of Thai court  '],0.407,0.593,0.0,-0.5859
947,['Poland broke EU law by trying to change judges retirement age  '],0.203,0.797,0.0,-0.4215
948,['Horse racing Vow and Declare wins Melbourne Cup thriller  '],0.0,0.611,0.389,0.6249
949,['Doctor accused of assaulting exgirlfriend when refused sex claims he cannot remember what happened '],0.391,0.609,0.0,-0.7717
950,['Johnson presses election rival Corbyn to explain Brexit stance  '],0.0,1.0,0.0,0.0
951,[' WE HAVE A WINNER Thailands Siripong Toosadee has won this years  Subaru Challenge lasting '],0.0,0.557,0.443,0.8602
952,['Novartis gets US nod for longdelayed Amgen copycat  '],0.0,1.0,0.0,0.0
953,['Air FranceKLM plans sales and efficiency drive to lift profit  '],0.0,0.625,0.375,0.6597
954,['Industry associations launch helpline for abused security officers to seek recourse  '],0.21,0.637,0.153,-0.2263
955,['Bullet dodged Markets bet global recession averted  '],0.406,0.594,0.0,-0.4767
956,['Golf No security concerns for Stenson ahead of Hong Kong Open  '],0.151,0.685,0.164,0.0516
957,['Floundering tech bets put spotlight on SoftBank results Son  '],0.0,1.0,0.0,0.0
958,['SoftBank says WeWork Japan can become profitable in near future  '],0.0,0.775,0.225,0.4404
959,['  Subaru Challenge There are 2 contestants left and its Vietnam vs Thailand bites nailsW '],0.0,0.915,0.085,0.0772
960,['At Smithfield Foods slaughterhouse China brings home US bacon  '],0.0,1.0,0.0,0.0
961,['Saudis scramble to raise cash for Aramco share sale  '],0.0,0.804,0.196,0.296
962,['Cambodia deploys troops as opposition leader vows dramatic return  '],0.0,1.0,0.0,0.0
963,['Indonesian police arrested over Britons kidnapping  '],0.341,0.659,0.0,-0.4767
964,['Hong Kongs new crypto funds struggle to clear licensing hurdles  '],0.165,0.647,0.187,0.0772
965,['Workers Partys Sylvia Lim says DPM Heng Swee Keat acted prematurely in decision to file motion in Parliament on '],0.0,1.0,0.0,0.0
966,['AHTC case Workers Party cannot be silent on High Court judgment says DPM Heng Swee Keat '],0.0,0.856,0.144,0.4019
967,['Man gets jail for setting fire that sparked Toa Payoh block evacuation cost S33000 in repairs '],0.261,0.739,0.0,-0.6486
968,['Japans kabuki harnesses the Force for Star Wars performance  '],0.286,0.714,0.0,-0.5574
969,['Tesla has 42000 employees globally 3200 in China chairwoman says  '],0.0,1.0,0.0,0.0
970,['Workers Party MPs to appeal AHTC judgment call on House to reject premature motion by DPM Heng '],0.126,0.748,0.126,0.0
971,['WP cannot stay silent and has to take action after leaders found liable in AHTC case says DPM Heng '],0.0,1.0,0.0,0.0
972,['Iran says to resume enrichment at underground plant  '],0.0,1.0,0.0,0.0
973,['Workers Party MPs will appeal the AHTC judgment says Sylvia Lim  '],0.0,0.803,0.197,0.4019
974,['Indias top court orders halt to stubble burning as Delhi chokes  '],0.203,0.676,0.122,-0.296
975,['Workers Party cannot stay silent and has to take action after leaders found liable in AHTC case says DPM Heng '],0.0,0.881,0.119,0.4019
976,['Cricket Reborn Rohit making the most of fresh test opportunity  '],0.0,0.626,0.374,0.6573
977,['Athletics Dutch Olympic athlete jailed for drug trafficking  '],0.286,0.714,0.0,-0.4939
978,['Russian caught trying to smuggle 2kg of gold in her shoes  '],0.191,0.809,0.0,-0.3818
979,['Reborn Rohit making the most of fresh test opportunity  '],0.0,0.598,0.402,0.6573
980,['Horse racing Australias Vow and Declare wins Melbourne Cup thriller  '],0.0,0.638,0.362,0.6249
981,['Singaporean who grew up in Hong Kong gets jail for defaulting on NS for almost 5 years  '],0.0,1.0,0.0,0.0
982,['Standard procedure UK delays publishing report on Russia poll meddling  '],0.0,1.0,0.0,0.0
983,['Higher education schools have autonomy to invite LGBTQ speakers performers on campus Indranee Rajah '],0.0,0.897,0.103,0.1531
984,['Commentary Escooter ban on footpaths  heres a list of those who got off scotfree  '],0.217,0.783,0.0,-0.5574
985,['SoftBank Corp CEO says WeWork Japan can become profitable in near future  '],0.0,0.805,0.195,0.4404
986,['Cricket Tickner Ferguson help New Zealand thwart Englands chase  '],0.0,0.769,0.231,0.4019
987,['Activist Sharpton takes Facebook ad concerns to Zuckerbergs home  '],0.0,1.0,0.0,0.0
988,['French arms firm Thales to appeal Zuma corruption charge ruling in South Africas top court  '],0.0,0.893,0.107,0.2023
989,['Fujifilm takes control of Fuji Xerox ending joint venture  '],0.0,1.0,0.0,0.0
990,['Cricket England collapse to give New Zealand T20 series lead  '],0.242,0.758,0.0,-0.4939
991,['Tickner Ferguson help New Zealand thwart Englands chase  '],0.0,0.748,0.252,0.4019
992,['Star Search surprise Mediacorp offers contracts to all 12 finalists who wowed judges  '],0.0,0.678,0.322,0.6908
993,['India firms farmers applaud Modi move to reject RCEP trade deal  '],0.172,0.637,0.191,0.0772
994,['Activist Sharpton takes Facebook ad concerns to Zuckerbergs home  '],0.0,1.0,0.0,0.0
995,['Heng Swee Keat says it pains him to raise motion against WP MPs Low Thia Khiang Sylvia Lim '],0.207,0.677,0.116,-0.2885
996,['Basketball Suns scorch Sixers to topple NBAs last unbeaten club  '],0.0,1.0,0.0,0.0
997,['Japans ageing labourstarved construction industry gives economy a capex boost  '],0.0,0.769,0.231,0.4019
998,[' Were down to the final 3 in the  Subaru Car Challenge Mazlinah Ahmad is the last Singaporean '],0.0,0.929,0.071,0.0772
999,['Rakuten sees US947 million loss from Lyft investment in latest quarter  '],0.173,0.827,0.0,-0.3182
1000,['Sixmonth suspension for JBSingapore RTS Link is to ensure relevant agreements can be amended Loke '],0.0,0.749,0.251,0.5719
1001,['Indonesia Q3 GDP growth weakest in over 2 years more stimulus likely  '],0.208,0.629,0.164,-0.1779
1002,['After US blacklisting iFlytek chief says firm will stick to law  '],0.0,1.0,0.0,0.0
1003,['Asian shares race to sixmonth high on hopes of tariff relief  '],0.0,0.526,0.474,0.7964
1004,['Philippines Duterte appoints drug war critic as drugs tsar  '],0.429,0.571,0.0,-0.7184
1005,['16 of eligible Singaporeans maxed out FlexiMediSave limit in 2018 Edwin Tong  '],0.0,1.0,0.0,0.0
1006,['Domestic online interference mars global elections  report  '],0.0,1.0,0.0,0.0
1007,['Threesome rape trial Victims boyfriend testifies about how he planned sex game with accused rapist '],0.54,0.46,0.0,-0.9337
1008,['At least 5 dead including infants following attack in Mexico  '],0.213,0.55,0.237,0.088
1009,['Dysons Uturn on electric car plant not due to lack of capabilities in Singapore Chee Hong Tat '],0.0,0.897,0.103,0.2411
1010,['More people with disabilities participating in sport but more progress can be made Sim Ann  '],0.0,0.784,0.216,0.6297
1011,['US needs allies in fight against China Report  '],0.245,0.755,0.0,-0.3818
1012,['Korean actor Kwon Hyuksoo denies asking YouTuber to remove her top for live broadcast  '],0.159,0.739,0.102,-0.25
1013,['Year of the Rat coins unveiled  ']----,0.0,1.0,0.0,0.0
